uri,author,author_name,text,created_at,indexed_at,likes,reposts,replies,has_media,keyword
at://did:plc:32qepfhuqmsjo2ypk3xx3wum/app.bsky.feed.post/3lqhkw7js5s2f,philip-j-fry.teamlh.social,Philip J. Fry,Can you imagine how much the death star would have cost if the #Tories and their #HS2 contractor mates were involved?,2025-05-31T10:44:49.916Z,2025-05-31T10:44:50.945Z,4,0,0,False,HS2
at://did:plc:tupn6iek5kda2e5mtjjnis2j/app.bsky.feed.post/3lqhkpdyoh22l,hifilarry.bsky.social,Larry Ogden,"Or. You give the Mayors freedom & finances to build infrastructure. Maybe from higher business rates in London - a win / win as this alone will encourage companies to relocate. 

Building HS2 is a given. With a nationalised rail system, strategic decisions can be made re pricing.",2025-05-31T10:40:59.716Z,2025-05-31T10:41:00.144Z,1,0,1,False,HS2
at://did:plc:7pqqlufkpc4vb4wwhbtib3f3/app.bsky.feed.post/3lqhjlsvqmc2z,politicalhackuk.bsky.social,John O’Shea,"There is an inescapable gravitational pull of HS2. Once you build the (near) London to Birmingham line, the pull to complete to Euston and then Manchester becomes irresistible. And then onwards.",2025-05-31T10:21:07.389Z,2025-05-31T10:21:07.645Z,6,0,1,True,HS2
at://did:plc:26z6o5ylp3eteu42fkfw75lr/app.bsky.feed.post/3lqhjjh3c4s2o,eightnil.bsky.social,Tonka,"I do, that’s why I can say with confidence that this unholy alliance between Leeds’s fascination with trams and Bradford’s desires for a central station won’t level up Bradford. 

It’s unfashionable, but Leeds would have benefitted greatly from HS2 and in turn Bradford.",2025-05-31T10:19:47.879Z,2025-05-31T10:19:48.349Z,0,0,1,False,HS2
at://did:plc:kng5k4qpshmkymg6beqbictr/app.bsky.feed.post/3lqhjf4fkcs23,carolinehooton.bsky.social,Caroline Hooton,Do you think this improves the chance of the Liverpool to Manchester rail route that the city’s’ mayors have been promoting? They seem to be well organised and it would be a big flashy thing to point to. Or has HS2 killed enthusiasm for heavy rail?,2025-05-31T10:17:22.463Z,2025-05-31T10:17:23.547Z,1,0,0,False,HS2
at://did:plc:75kb723d7zm4jd7agg3bv4ve/app.bsky.feed.post/3lqhjareec22n,markportis.bsky.social,Mark 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"you're lucky, it won't cost Scotland a penny.
fullfact.org/online/hs2-s...",2025-05-31T10:14:56.672Z,2025-05-31T10:15:03.548Z,0,0,0,True,HS2
at://did:plc:66bmssjwcuk6d4wljff5wcgn/app.bsky.feed.post/3lqh77acfbc2v,bottlodog.bsky.social,Bottlo’dog,"Whilst those entitled bastards down there have billions thrown at them. Not to mention the money laundering white elephant that is HS2! Travel between london and Birmingham 30 minutes quicker, in a world of zoom meetings? How about decent rolling stick on the Tyne valley line?",2025-05-31T07:15:07.810Z,2025-05-31T07:15:09.448Z,1,0,2,False,HS2
at://did:plc:n6vuhbkj7gd5teswltj673au/app.bsky.feed.post/3lqgp5qwfq22c,catresidue.bsky.social,jenny ✨ (comms open) ✨,hi guys late post also rose lalonde!! a lil shitty bc i drew it on my phone lmao but still good!!  #art #homestuck^2 #hom3stuck #fanart #hs2 #roselalonde #homestuck,2025-05-31T02:27:58.249Z,2025-05-31T02:28:03.148Z,24,6,1,True,HS2
at://did:plc:mb6kivnf26kk5dy7dadibgtj/app.bsky.feed.post/3lqgbt64h2s2h,celestialweasel.bsky.social,Celestial M Weasel,Nostraweaselus predicts that HS2 will have very similar issues,2025-05-30T22:29:24.349Z,2025-05-30T22:29:24.848Z,1,0,0,False,HS2
at://did:plc:mb6kivnf26kk5dy7dadibgtj/app.bsky.feed.post/3lqgbbg3jwk2h,celestialweasel.bsky.social,Celestial M Weasel,"Yes, I do wonder about the modelling or whatever that suggested that would work. Shades of HS2 with trains coming off les lignes classiques onto the shiny new line.",2025-05-30T22:19:28.728Z,2025-05-30T22:19:29.255Z,1,0,1,False,HS2
at://did:plc:dkpxtsmr5aq35plgm64cqrqr/app.bsky.feed.post/3lqg7pi7yx22c,jenwilliamsft.bsky.social,Jennifer Williams,"I’m struck, tbh, by the difference between the north west and Yorkshire pitches to govt atm. The NW bid is splashy: give us a new railway (HS2 style, M-L). The Yorkshire one is more incremental. Less fancy. But proposes fixing things bit by bit",2025-05-30T21:51:33.252Z,2025-05-30T21:51:34.048Z,3,0,1,False,HS2
at://did:plc:dkpxtsmr5aq35plgm64cqrqr/app.bsky.feed.post/3lqg7lw2gv22c,jenwilliamsft.bsky.social,Jennifer Williams,Hs2 is so awful in so many ways. It’s THE lesson in how to not ever do this stuff. The political argument was wrong at the outset for a start and we’re left with a project where the one bit that made economic sense on even the HMT measures isn’t being built. But it’s almost so bad it’s a bad eg,2025-05-30T21:49:33.532Z,2025-05-30T21:49:34.350Z,1,0,2,False,HS2
at://did:plc:j47r6inihos32n54ch725pjy/app.bsky.feed.post/3lqg7gcusd22e,samuraipizzarob.bsky.social,Rob,"I think that strikes on another major problem - successive governments rarely seem to think the same way about subjects like this and so big, long term projects fall down (see HS2 as an example?)",2025-05-30T21:46:25.652Z,2025-05-30T21:46:26.447Z,1,0,1,False,HS2
at://did:plc:crb2e2pnwgtgiorwx6ydcyhb/app.bsky.feed.post/3lqfwitabtk2s,railfocus.bsky.social,Rail Focus - Chris 🏳️‍🌈,"'HS2 should be in a tunnel. No, not like that""

Local authorities opposing #HS2 at every turn has surely added to the cost. But the only people seemingly making money from the project are lawyers. 
www.constructionnews.co.uk/civils/hs2/h...",2025-05-30T19:06:46.237Z,2025-05-30T19:06:52.348Z,18,0,1,True,HS2
at://did:plc:jcduposttbcgzidqwea2b5ej/app.bsky.feed.post/3lqfuixnuqk2a,ashleygillies.bsky.social,Ashley Gillies,You’re still wasting our tax payers money on HS2,2025-05-30T18:31:03.395Z,2025-05-30T18:31:04.450Z,2,1,0,False,HS2
at://did:plc:jcduposttbcgzidqwea2b5ej/app.bsky.feed.post/3lqfuedhey22a,ashleygillies.bsky.social,Ashley Gillies,If building HS2 had started in Leeds and finished in London you can be absolutely certain that the project wouldn’t have been cancelled,2025-05-30T18:28:27.992Z,2025-05-30T18:28:29.253Z,8,0,0,False,HS2
at://did:plc:rjyqmstlhbvbh6jc34d2gc6p/app.bsky.feed.post/3lqfsxtpixk27,dasmunch.bsky.social,"Doug, Persisting","Just had a really, really good pizza. Who needs functioning public infrastructure? #networknorth #HS2 #sunlituplands",2025-05-30T18:03:35.086Z,2025-05-30T18:03:35.648Z,1,0,0,False,HS2
at://did:plc:uwm34zzqnrqtbtugf6wdcluh/app.bsky.feed.post/3lqfqz6axys2y,wtfrench76.bsky.social,William French,"It will never cease to depress me that the national ""debate"" around HS2 - in the country that invented railways for heaven's sake - resembled a Lower Sixth essay about Middlemarch that wilfully missed the point.",2025-05-30T17:28:32.215Z,2025-05-30T17:28:33.351Z,2,0,0,False,HS2
at://did:plc:4fh6ga3ysylacn3tgthweq7x/app.bsky.feed.post/3lqfqfkcjk22s,jamescelisjones.bsky.social,James Celis Jones 🇺🇦,Perhaps we can pay for HS2 by cracking down on fare dodging … I know a guy,2025-05-30T17:17:33.761Z,2025-05-30T17:17:35.852Z,5,0,0,False,HS2
at://did:plc:l2mdjnwjrwpns76ol45t66sf/app.bsky.feed.post/3lqfq3jjmy22z,jamesomalley.co.uk,James O'Malley,"Why I still believe in HS2 (FREE TO READ!)

takes.jamesomalley.co.uk/p/why-i-stil...",2025-05-30T17:11:57.399Z,2025-05-30T17:11:59.555Z,62,17,10,True,HS2
at://did:plc:ipf6wwgnsq55ervkcq3lexge/app.bsky.feed.post/3lqfq2lfw4c2i,16leiba.bsky.social,A.S.L.,"Tbf a lot of it was people in (Herts,) Bucks, Northants and Warks opposing it, who now get the route built near their homes without the benefits of more trains from Watford and Milton Keynes to Birmingham, Manchester and Liverpool they would have got with HS2 built in full.",2025-05-30T17:11:25.820Z,2025-05-30T17:11:27.147Z,0,0,1,False,HS2
at://did:plc:xbnsfdtxoothg654ujxe3p25/app.bsky.feed.post/3lqfptbeym22j,stephenkb.bsky.social,Stephen Bush,Out of great evil (the utterly ridiculous argument against Wales getting Barnett consequentials for HS2) some good (the new train network) must come.,2025-05-30T17:07:20.424Z,2025-05-30T17:07:21.055Z,2,0,0,False,HS2
at://did:plc:6hw6ot27f4lpjuaxus7frhkz/app.bsky.feed.post/3lqfpmukras2w,amrk.bsky.social,Amrk,"The HS2 thing served precisely one useful purpose: Wales was so het up about that (and Tbf are the one place that has a right to be, it is *at minimum* arguable they should have got Barnett), the Welsh gov managed to build Cardiff a damn nice new train network without north Wales noticing",2025-05-30T17:03:45.655Z,2025-05-30T17:03:46.156Z,5,0,2,False,HS2
at://did:plc:vvjw6mpiskumnk76tnzlrbt7/app.bsky.feed.post/3lqfp32jvak2r,yakopov.me,Yuriy Akopov,"You don't want to go to London, you don't have HS2, problem solved.",2025-05-30T16:53:47.938Z,2025-05-30T16:53:48.747Z,2,0,0,False,HS2
at://did:plc:xbnsfdtxoothg654ujxe3p25/app.bsky.feed.post/3lqfotsj2jc2a,stephenkb.bsky.social,Stephen Bush,"But also, the capacity argument was made. People like you would cut your own arm off if you thought it hurt London, and when it came to HS2, congratulations: you got what you wanted and you got what you deserved.",2025-05-30T16:49:44.642Z,2025-05-30T16:49:45.154Z,3,0,2,False,HS2
at://did:plc:4hfuztq42y7yo7jlnvzbeipp/app.bsky.feed.post/3lqfo5hz7ws2d,andraswf.bsky.social,András Forgács W,something something HS1-HS2 link,2025-05-30T16:37:15.440Z,2025-05-30T16:37:13.947Z,1,0,0,False,HS2
at://did:plc:xbnsfdtxoothg654ujxe3p25/app.bsky.feed.post/3lqfo3z6kvs2i,stephenkb.bsky.social,Stephen Bush,Really should have noted down where around Lichfield the 'Stop HS2' stickers and placards were so I can start handing out 'Congratulations! You stopped HS2!' signs to people when they complain about the consequences.,2025-05-30T16:36:26.332Z,2025-05-30T16:36:26.659Z,1,0,0,False,HS2
at://did:plc:qz3fopoj6yixtnbfiidfhuqy/app.bsky.feed.post/3lqfnp4iewd22,hsrailgroup.bsky.social,High Speed Rail Group,First platforms installed at HS2's Old Oak Common station.,2025-05-30T16:29:12.360Z,2025-05-30T16:29:14.347Z,0,0,0,True,HS2
at://did:plc:xbnsfdtxoothg654ujxe3p25/app.bsky.feed.post/3lqfnmtvagk2i,stephenkb.bsky.social,Stephen Bush,"Yeah, I do find the way that the HS2 cancellation, which for its *entire life* was fiercely opposed outside London, particularly in the West Midlands, is now being seen as a victory for London a particularly grating talking point.",2025-05-30T16:27:57.466Z,2025-05-30T16:27:57.847Z,13,0,1,False,HS2
at://did:plc:vvjw6mpiskumnk76tnzlrbt7/app.bsky.feed.post/3lqfnjynjrc2r,yakopov.me,Yuriy Akopov,"Tbh non-Londoners fought fiercely against HS2 and this is what ""the rest of country"" wanted.",2025-05-30T16:26:21.793Z,2025-05-30T16:26:22.245Z,8,0,2,False,HS2
at://did:plc:rxvbihrr2zr2de7jkjl6xcor/app.bsky.feed.post/3lqfnduhelq2b,ealingtimes-rss.bsky.social,Unofficial Ealing Times,HS2 grant helps pay for Greenford club roof and car park,2025-05-30T16:22:55.428899Z,2025-05-30T16:22:56.251Z,0,0,0,True,HS2
at://did:plc:xbnsfdtxoothg654ujxe3p25/app.bsky.feed.post/3lqfmnfwd2k2a,stephenkb.bsky.social,Stephen Bush,"HS2 stopping at Birmingham is bad for Birmingham, for London (which at time of writing it does not actually properly *reach* tho it would still be bad if it does go Euston-Birmingham) and for everywhere it doesn't reach.",2025-05-30T16:10:22.635Z,2025-05-30T16:10:23.150Z,5,0,0,False,HS2
at://did:plc:mcpbzkfajm2sukzd2mze7qkx/app.bsky.feed.post/3lqfmm3rf222a,smithmichaelw.bsky.social,Michael Smith,"en.wikipedia.org/wiki/Norther...
HS2 started as underground link to a redeveloped and massive capacity upgraded Man Piccadilly, scaling back to be overground which meant a load of valuable real estate got eaten up, reducing it's benefit in the calcs etc. everything gets set up to fail it seems",2025-05-30T16:09:38.433Z,2025-05-30T16:09:41.450Z,2,0,0,True,HS2
at://did:plc:achymmqe2s6ohffkw7uxjwfn/app.bsky.feed.post/3lqfmiisdkc2i,richardjfoster.bsky.social,Richard Foster,And then you look at HS2 stopping at Birmingham....,2025-05-30T16:07:37.878Z,2025-05-30T16:07:39.252Z,0,0,2,False,HS2
at://did:plc:nxxodigg6t4ldytmcnjid6i4/app.bsky.feed.post/3lqflsx774c2a,konacymru.bsky.social,Just 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"HS2, that white elephant that was to offer super fast rail, connecting the north to London, is a Wales project how exactly? 

Westminster doesn't work for Cymru",2025-05-30T15:55:34.782Z,2025-05-30T15:55:35.577Z,1,0,0,True,HS2
at://did:plc:3s4k5hm6utqh4t3jolwsjc4x/app.bsky.feed.post/3lqfklqd6gw2e,social.newcivilengineer.com,New Civil Engineer,"HS2 engineers have begun installing the first platform slabs at Old Oak Common station in west London, the first platforms installed on the high-speed rail project

Full story: buff.ly/Qyswq84",2025-05-30T15:33:38.010Z,2025-05-30T15:33:39.752Z,0,0,0,True,HS2
at://did:plc:mcpbzkfajm2sukzd2mze7qkx/app.bsky.feed.post/3lqfkhqwwik2x,smithmichaelw.bsky.social,Michael Smith,"Not really I want a functional transport system linking the M62 corridor, proper connectivity between Manchester, Liverpool and Leeds that was promised, HS2 to unlock freight capacity and all the other stuff that got quietly cancelled.",2025-05-30T15:31:25.378Z,2025-05-30T15:31:26.147Z,0,0,1,False,HS2
at://did:plc:mcpbzkfajm2sukzd2mze7qkx/app.bsky.feed.post/3lqfkdvwxd22x,smithmichaelw.bsky.social,Michael Smith,"Always the threats.... Just let me know when we deliver the transformative Northern Powerhouse Rail, HS2 and the redevelopment of Manchester Piccadilly which would have unlocked so much potential. What most people would like is all of this not to be self fulfilling.",2025-05-30T15:29:16.403Z,2025-05-30T15:29:17.150Z,1,0,1,False,HS2
at://did:plc:5ptupxhftt627v67zdkux7gn/app.bsky.feed.post/3lqfjw5bmnu2e,vibewire.bsky.social,VibeWire News,#HS2 #Infrastructure #OldOakCommon #RailNews,2025-05-30T15:21:34Z,2025-05-30T15:21:35.955Z,0,0,0,True,HS2
at://did:plc:f42l5yea7igmv3ppehigmdxv/app.bsky.feed.post/3lqfjsnwelo2b,railpage.bsky.social,Railpage,#HS2 #Infrastructure #OldOakCommon #RailNews,2025-05-30T15:19:37Z,2025-05-30T15:19:39.150Z,0,0,0,True,HS2
at://did:plc:yz65t656umvvrkzgvc3gu7sp/app.bsky.feed.post/3lqfhhefnz42r,railadvent.bsky.social,RailAdvent,WATCH: First section of platform installed at London HS2 station https://www.railadvent.co.uk/2025/05/first-platforms-for-britains-new-high-speed-railway-installed-at-old-oak-common.html #hs2 #OldOakCommon,2025-05-30T14:37:30.402Z,2025-05-30T14:37:31.948Z,1,0,0,True,HS2
at://did:plc:qaaorzcqxkaurkcr6tl44dtv/app.bsky.feed.post/3lqfeoqfsks22,rhyddian.bsky.social,Rhydd 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"The real Barnett formula = 

If UK has to pay Wales more through Barnett, don't use Barnett (e.g. HS2)

If UK can pay Wales less through Barnett, use Barnett (e.g. public sector NI increases)

Wales really would be better off in charge of its own finances instead of being constantly being ripped off",2025-05-30T13:47:57.240Z,2025-05-30T13:47:57.152Z,18,8,0,True,HS2
at://did:plc:duenbgllvsw57dplokj2k6ob/app.bsky.feed.post/3lqfa4bs4ss2s,plaidcymru.bsky.social,Plaid Cymru,"Mae Llafur yn parhau gyda phenderfyniad y Torïaid i ddynodi HS2 yn brosiect Lloegr a Chymru, gan wadu Cymru o £4BILIWN. 🤯

Plaid Cymru yw'r unig blaid sy'n brwydro dros filiynau coll Cymru er mwyn cysylltu ein cymunedau. ✊💚",2025-05-30T12:26:02.962Z,2025-05-30T12:26:30.742Z,7,3,0,True,HS2
at://did:plc:duenbgllvsw57dplokj2k6ob/app.bsky.feed.post/3lqfa47oomc2q,plaidcymru.bsky.social,Plaid Cymru,"Labour are continuing with the Tories' decision to classify HS2 as an England and Wales project meaning Wales is missing out to a tune of £4bn.🤯

Plaid Cymru is the only party fighting for Wales' missing billions to connect our communities. ✊💚",2025-05-30T12:26:00.753Z,2025-05-30T12:26:29.955Z,49,16,1,True,HS2
at://did:plc:f42l5yea7igmv3ppehigmdxv/app.bsky.feed.post/3lqezuzhlgf2q,railpage.bsky.social,Railpage,#HS2 #RailNews #Stations #UK,2025-05-30T10:34:36Z,2025-05-30T10:34:37.147Z,0,0,0,True,HS2
at://did:plc:f42l5yea7igmv3ppehigmdxv/app.bsky.feed.post/3lqexu2gzk223,railpage.bsky.social,Railpage,#HS2 #RailNews #Stations #UK,2025-05-30T09:58:16Z,2025-05-30T09:58:17.949Z,0,0,0,True,HS2
at://did:plc:5ptupxhftt627v67zdkux7gn/app.bsky.feed.post/3lqexs4o63q2y,vibewire.bsky.social,VibeWire News,#HS2 #RailNews #Stations #UK,2025-05-30T09:57:11Z,2025-05-30T09:57:13.446Z,0,0,0,True,HS2
at://did:plc:nxkejwc2l6up3hnhtowlicmp/app.bsky.feed.post/3lqevvg74s224,hoodyindy.bsky.social,Hoody McExtremist,"I suspect they do have to worry. Judging by the speed of their construction projects for HS2 and Crossrail, they'll finally get our water about a decade after they've all died of thirst...",2025-05-30T09:23:15.297Z,2025-05-30T09:23:17.245Z,4,0,0,False,HS2
at://did:plc:snmqbrttvfh3mpxyxk47yxhc/app.bsky.feed.post/3lqevii5flc2b,railmagazine.bsky.social,RAIL Magazine,"HS2 shows off first platform section at Old Oak Common station

www.railmagazine.com/news/2025/05...",2025-05-30T09:16:01.129Z,2025-05-30T09:16:05.654Z,2,1,0,True,HS2
at://did:plc:qz3fopoj6yixtnbfiidfhuqy/app.bsky.feed.post/3lqetm5ct2z2q,hsrailgroup.bsky.social,High Speed Rail Group,HS2 will mean trains from London to Birmingham Airport in 32 minutes.,2025-05-30T08:42:14.939Z,2025-05-30T08:42:16.948Z,0,0,0,True,HS2
at://did:plc:jjoabwun256v5d4ndjuc5sly/app.bsky.feed.post/3lqesehhtds2c,dominiccottrill.bsky.social,Dominic Cottrill,"You could argue that it was HS2 that toppled Sunak.

There's already a challenge to Starmer...

(My Serbian is a little rusty, is there a translation please)",2025-05-30T08:20:04.980Z,2025-05-30T08:20:04.644Z,1,0,1,False,HS2
at://did:plc:47kfqeacovtxnm7rekwpi46x/app.bsky.feed.post/3lqerbggquk2k,thelion79.bsky.social,,"Much like Reeves rolling pension pots together to invest in government schemes for 'growth'.  Things like Concord, for instance.  Or HS2.",2025-05-30T08:00:29.490Z,2025-05-30T08:00:29.549Z,0,0,0,False,HS2
at://did:plc:47kfqeacovtxnm7rekwpi46x/app.bsky.feed.post/3lqeq7gfv7s23,thelion79.bsky.social,,Consolidating pensions into huge funds for the government to invest in the UK is quite scary when you think of Concord and HS2 isn't it?,2025-05-30T07:41:28.611Z,2025-05-30T07:41:27.948Z,0,0,1,False,HS2
at://did:plc:jli5hwjnlapqfkmykelccrim/app.bsky.feed.post/3lqeorblsgk2w,beealing.bsky.social,LibLabGreen Barbara,"In hindsight HS2 should have been begun in the north and worked down, before the cancellation...",2025-05-30T07:15:40.059Z,2025-05-30T07:15:40.347Z,1,0,0,False,HS2
at://did:plc:eewxcoekso2652dy4ez4vbzk/app.bsky.feed.post/3lqekib7d7223,greenpartyemma.bsky.social,Cllr Emma Garnett,"Yes! 
And
- ""overcrowded train due to lack of investment in rail capacity""
- ""nationalised overcrowded train due to lack of investment in rail capacity""
(Build HS2 in full already)",2025-05-30T05:59:02.692Z,2025-05-30T05:59:03.648Z,0,0,1,False,HS2
at://did:plc:n6vuhbkj7gd5teswltj673au/app.bsky.feed.post/3lqduygbulc2b,catresidue.bsky.social,jenny ✨ (comms open) ✨,i bring youuu... jane crocker crocking it!! close your eyes!! ewwww!! #homestuck #art #homestuck^2 #hom3stuck #fanart #hs2 #janecrocker,2025-05-29T23:34:22.556Z,2025-05-29T23:34:27.750Z,10,2,0,True,HS2
at://did:plc:rxvbihrr2zr2de7jkjl6xcor/app.bsky.feed.post/3lqdm4ov3jl2o,ealingtimes-rss.bsky.social,Unofficial Ealing Times,First platforms laid as Old Oak HS2 station takes shape,2025-05-29T20:55:41.470927Z,2025-05-29T20:55:42.847Z,0,0,0,True,HS2
at://did:plc:wkjm5ct7v3ct7zwui5ztosod/app.bsky.feed.post/3lqdm3z32y22l,owainsutton.bsky.social,Owain Sutton,"Burnham doesn't dare say it:

HS2 needs reinstating in full.",2025-05-29T20:55:19.257Z,2025-05-29T20:55:20.945Z,6,0,0,True,HS2
at://did:plc:qz3fopoj6yixtnbfiidfhuqy/app.bsky.feed.post/3lqdljack7b2w,hsrailgroup.bsky.social,High Speed Rail Group,HS2 encourages ex-service personnel to consider careers in the construction industry.,2025-05-29T20:44:48.081Z,2025-05-29T20:44:49.949Z,0,0,0,True,HS2
at://did:plc:w3cjpbtbxl6llfnccm2zrnso/app.bsky.feed.post/3lqdbthv23s2f,ardensteve.bsky.social,Steven Arden,"I think that was already in his preliminary report.

I believe the summary was that there is no usable connection off of HS1 northbound. It won’t connect to HS2.",2025-05-29T17:51:35.378Z,2025-05-29T17:51:36.554Z,0,0,0,False,HS2
at://did:plc:7wdmqytp3qswgsyrrg2qdr73/app.bsky.feed.post/3lqdbgz6pik2v,pete11.bsky.social,Pete Armstrong,Is the Govt covering any under-performance or is that just a hit to the pensioner? Remember HS2?,2025-05-29T17:44:37.314Z,2025-05-29T17:44:38.452Z,0,0,0,False,HS2
at://did:plc:ef4au5lknysnr7wowv2np5dx/app.bsky.feed.post/3lqdbccunmk2l,lennylaw.bsky.social,Lenny Law,Christian has been a critic of HS2 since its inception and detailed all the ways it won’t work and will result in overspends. He’s been shown to be completely wrong because it’s turned out way worse than he predicted…,2025-05-29T17:41:59.697Z,2025-05-29T17:42:00.155Z,0,0,0,True,HS2
at://did:plc:nniicosp4uyylynuvworpkbq/app.bsky.feed.post/3lqdawflack2u,otherprofgreen.bsky.social,Tim Green  🏳️‍🌈🏳️‍⚧️💨☀️⚡️💡💻,"HS2 6-track, 3-platform station fairly well represented at open railway map. Up and down GWML relief lines get slewed north and spaced out for platforms once HS2 station is done. They they’ll do up and down mains. 

www.openrailwaymap.org//mobile.php?...",2025-05-29T17:35:19.883Z,2025-05-29T17:35:30.151Z,1,0,1,True,HS2
at://did:plc:qz3fopoj6yixtnbfiidfhuqy/app.bsky.feed.post/3lqd4xlul5424,hsrailgroup.bsky.social,High Speed Rail Group,HS2 engineers finish UK’s heaviest bridge slide early.,2025-05-29T16:24:23.533Z,2025-05-29T16:24:25.247Z,0,0,0,True,HS2
at://did:plc:tk323v25zw74g57sjlcre2ft/app.bsky.feed.post/3lqd2lz5uqk2x,jacquij.bsky.social,,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 govt chooses to pay for baby boxes, child payment, WFA, free uni tuition, free bus fares over 60/under 22; eye tests; tolls, hosp Parking, prescriptions & soon the 2 child cap +. 🏴󠁧󠁢󠁥󠁮󠁧󠁿 govt chooses to pay for HS2, trident, bankers bonuses, make the wealthy wealthier & red wall infrastructure projects",2025-05-29T15:42:08.866Z,2025-05-29T15:42:09.550Z,41,26,1,False,HS2
at://did:plc:db3chfqxlrsnjp2lqo4oycls/app.bsky.feed.post/3lqcwgs4wx22s,aiteall.bsky.social,,Who will own HS2? Blackrock?,2025-05-29T14:27:38.757Z,2025-05-29T14:27:39.849Z,0,0,0,False,HS2
at://did:plc:crb2e2pnwgtgiorwx6ydcyhb/app.bsky.feed.post/3lqcwealxnc2d,railfocus.bsky.social,Rail Focus - Chris 🏳️‍🌈,First platforms for Britain’s new high speed railway installed at Old Oak Common mediacentre.hs2.org.uk/news/first-p... #HS2,2025-05-29T14:26:13.265Z,2025-05-29T14:26:12.751Z,10,0,1,True,HS2
